1406529082,1406537020,compute-1-14,3X^2+2X-3,rand
1406537020,1406589279,compute-1-14,X^3+X^2+X+5,rand
1406529072,1406529855,compute-1-15,3X^2+2X-3,rand
1406529855,1406532558,compute-1-15,X^3+X^2+X+5,rand
1406532558,1406547537,compute-1-15,2X^3+3X^2+2X+5,rand
1406529052,1406529998,compute-1-18,3X^2+2X-3,rand
1406529998,1406542136,compute-1-18,X^3+X^2+X+5,rand
1406529042,1406554196,compute-1-19,3X^2+2X-3,rand
1406554196,1406555492,compute-1-19,X^3+X^2+X+5,rand
1406529032,1406541733,compute-1-20,3X^2+2X-3,rand
1406541733,1406555934,compute-1-20,X^3+X^2+X+5,rand
1406529022,1406529106,compute-1-22,3X^2+2X-3,rand
1406529106,1406602324,compute-1-22,X^3+X^2+X+5,rand
1406529012,1406529523,compute-1-23,3X^2+2X-3,rand
1406529523,1406550176,compute-1-23,X^3+X^2+X+5,rand
1406529002,1406529193,compute-1-24,3X^2+2X-3,rand
1406529193,1406539868,compute-1-24,X^3+X^2+X+5,rand
