5,215,373,1380,0.12,-0.03,13,1,7,7,3,5529,1,4,8,4,8,18,2.9,1183,6,33,807
5,249,259,851,0.12,-0.03,7,1,5,7,6,5411,-1,2,9,5,18,14,1.2,609,6,31,313
11,317,458,1107,0.11,-0.01,8,5,4,3,11,2518,2,5,5,7,31,18,2.2,624,1,28,492
150,256,153,4534,0.8,-0.05,13,4,5,5,1,2121,2,2,9,5,26,15,1.2,478,4,47,238
