17,426,130,5413,0.7,-0.05,5,8,11,3,11,2250,1,1,6,4,19,8,2.5,770,6,41,113
1,264,451,3145,0.11,-0.01,14,3,6,10,2,3527,2,5,5,5,13,6,2.5,958,8,38,196
2,141,388,5175,0.10,-0.08,12,1,8,10,1,5891,2,1,3,4,18,18,2.3,495,2,25,220
1,353,198,1136,0.10,-0.08,6,2,10,5,6,5825,1,4,8,5,16,12,1.1,779,2,39,802
1,393,170,2381,0.13,-0.06,4,5,11,2,3,5095,-1,5,5,6,30,10,1.3,861,8,25,486
3,319,177,3345,0.12,-0.08,5,2,9,2,2,3126,-1,1,3,2,18,17,2.3,571,6,48,467
130,301,192,639,0.8,-0.01,5,7,9,2,7,2013,2,2,2,8,22,6,1.6,1026,1,40,549
3,234,423,5618,0.13,-0.08,10,10,8,8,4,4126,-1,2,9,7,12,8,2.6,743,1,49,1046
1,527,399,4077,0.13,-0.09,14,6,7,3,2,2979,2,2,5,2,26,15,1.4,370,2,42,668
