1,145,333,3444,0.11,-0.06,4,4,5,8,6,2097,1,4,6,7,18,16,2.4,756,3,21,142
1,461,562,3201,0.10,-0.06,5,4,3,7,1,4802,1,4,3,1,16,17,2.6,1149,8,48,851
