3,100,585,4860,0.10,-0.03,12,4,9,7,9,5995,1,1,7,2,10,5,2.5,420,6,40,580
150,405,137,996,0.9,-0.04,8,4,6,3,3,4894,1,5,2,5,14,18,2.7,1277,8,43,779
