4,430,189,6191,0.8,-0.07,6,1,11,7,10,2451,2,1,7,2,25,19,1.7,989,5,34,1011
1,273,537,1395,0.14,-0.08,9,9,4,8,7,2194,2,5,4,1,20,7,1.2,538,1,44,1000
1,534,527,920,0.7,-0.06,6,7,5,1,1,5896,2,4,7,5,9,6,2.3,598,9,40,857
