1,122,351,1882,0.7,-0.07,13,10,9,2,5,2047,2,4,9,4,25,8,1.1,849,9,22,1005
150,372,485,1049,0.9,-0.09,14,7,5,9,9,3958,2,1,5,2,19,19,2.7,386,7,42,675
