8,332,584,926,0.6,-0.03,11,11,6,6,4,3060,-1,4,3,6,28,14,1.3,465,4,27,299
1,355,539,861,0.11,-0.07,5,7,2,7,7,2357,-1,5,9,4,26,5,1.9,1048,8,47,791
1,518,313,1090,0.12,-0.07,9,6,9,6,8,5445,2,4,3,2,31,10,2.8,763,3,27,651
11,110,370,2265,0.6,-0.07,12,4,3,7,11,2696,2,1,7,7,15,14,1.1,782,7,41,314
150,546,536,692,0.12,-0.05,8,5,7,9,7,4554,1,1,3,4,24,13,2.7,800,8,22,247
