1,373,458,3379,0.10,-0.02,8,4,9,5,3,3625,1,5,6,4,28,11,1.6,336,7,21,349
150,147,360,3058,0.6,-0.06,5,4,6,1,5,3523,1,4,6,6,29,5,1.1,1194,6,37,1054
