1,57,396,3004,0.11,-0.03,14,4,3,10,1,5520,-1,4,8,4,31,7,2.2,967,4,34,772
1,474,256,3942,0.10,-0.09,9,6,7,1,5,3828,2,3,9,2,7,12,2.8,602,5,46,185
150,76,257,5391,0.9,-0.09,12,6,5,7,4,2068,2,4,1,4,14,17,1.9,1195,5,48,479
