1405578672,1405581412,compute-1-10,3X^2+2X-3,rand
1405581412,1405584671,compute-1-10,X^3+X^2+X+5,rand
1405578662,1405587042,compute-1-11,3X^2+2X-3,rand
1405587042,1405600117,compute-1-11,X^3+X^2+X+5,rand
1405578652,1405626213,compute-1-12,3X^2+2X-3,rand
1405578642,1405591696,compute-1-13,3X^2+2X-3,rand
1405591696,1405597336,compute-1-13,X^3+X^2+X+5,rand
1405578632,1405579179,compute-1-14,3X^2+2X-3,rand
1405579179,1405580301,compute-1-14,X^3+X^2+X+5,rand
1405578622,1405634437,compute-1-15,3X^2+2X-3,rand
1405578612,1405582830,compute-1-16,3X^2+2X-3,rand
1405582830,1405630897,compute-1-16,X^3+X^2+X+5,rand
1405578602,1405611974,compute-1-29,3X^2+2X-3,rand
1405611974,1405614043,compute-1-29,X^3+X^2+X+5,rand
1405578682,1405578837,compute-1-9,3X^2+2X-3,rand
1405578837,1405578868,compute-1-9,X^3+X^2+X+5,rand
